number speed
9 23.456942003514943
80 32.53333333333333
4Y 22.37917808219179
11 27.10588235294121
29 26.587786259541957
17 27.788018433179793
90 74.14838709677416
25 22.924799999999998
73 23.40395604395607
5 39.789473684210506
70 44.00506329113926
4 9.0
3 20.461072902338376
6 22.74681440443213
14 0.0
1 27.30346420323326
28 34.97142857142861
8 31.776000000000003
40 33.87600000000002
50 36.6179640718563
71 33.620338983050836
